Rank;Codigo_Instituicao;Instituicao;Exportacao_Quant;Exportacao_Valor;Importacao_Quant;Importacao_Valor;Transf_Exterior_Quant;Transf_Exterior_Valor;Transf_pExterior_Quant;Transf_pExterior_Valor;Mercado_Primario_Quant;Mercado_Primario_Valor;Mercado_Interbancario_Quant;Mercado_Interbancario_Valor;Total_Geral_Quant;Total_Geral_Valor;Data_Ref
19;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;123.0;365592826.0;594.0;270678437.0;320.0;292263940.0;959.0;525242460.0;1996.0;1453777664.0;170.0;791297807.0;2166.0;2245075471.0;2018-10
20;61.820.817;BANCO PAULISTA S.A.;227.0;103110391.0;510.0;29439942.0;76799.0;176723238.0;1670.0;169148045.0;79206.0;478421616.0;16618.0;1424991057.0;95824.0;1903412673.0;2018-10
21;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;110.0;353018362.0;28.0;8793984.0;99.0;221440727.0;296.0;218807335.0;533.0;802060408.0;71.0;559825409.0;604.0;1361885817.0;2018-10
22;68.900.810;BANCO RENDIMENTO S.A.;22.0;920015.0;209.0;49245977.0;36882.0;158444623.0;25780.0;212937724.0;62893.0;421548338.0;12092.0;927858778.0;74985.0;1349407117.0;2018-10
23;28.195.667;BANCO ABC BRASIL S.A.;78.0;29701791.0;178.0;32775593.0;34.0;158991550.0;218.0;121159943.0;508.0;342628877.0;434.0;992221375.0;942.0;1334850252.0;2018-10
25;58.160.789;BANCO SAFRA S.A.;189.0;75234033.0;825.0;125355773.0;1068.0;258533321.0;2592.0;227735400.0;4674.0;686858526.0;428.0;451802247.0;5102.0;1138660773.0;2018-10
26;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;42.0;91687711.0;31.0;8880176.0;17.0;97214656.0;119.0;43110794.0;209.0;240893337.0;51.0;808588010.0;260.0;1049481347.0;2018-10
27;78.632.767;BANCO OURINVEST S.A.;147.0;25284396.0;1381.0;75638571.0;681.0;122156734.0;2413.0;204300172.0;4622.0;427379873.0;12686.0;590233142.0;17308.0;1017613015.0;2018-10
28;49.336.860;ING BANK N.V.;36.0;212449050.0;47.0;1451035.0;20.0;25226554.0;53.0;34803044.0;156.0;273929684.0;235.0;739777800.0;391.0;1013707484.0;2018-10
29;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;62.0;50503481.0;202.0;38881874.0;21.0;167619245.0;265.0;197411508.0;550.0;454416109.0;63.0;459411797.0;613.0;913827906.0;2018-10
30;19.307.785;MS BANK S.A. BANCO DE CÂMBIO;75.0;3622298.0;712.0;41520718.0;434.0;96831040.0;48621.0;126645234.0;49842.0;268619290.0;720.0;600890821.0;50562.0;869510111.0;2018-10
31;62.232.889;BANCO DAYCOVAL S.A.;562.0;96694862.0;728.0;45772109.0;699.0;130633693.0;2672.0;196163705.0;4661.0;469264369.0;3310.0;362039666.0;7971.0;831304035.0;2018-10
32;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.;233.0;5526197.0;1878.0;67524155.0;1051.0;72943296.0;3431.0;79950935.0;6593.0;225944583.0;9809.0;596721047.0;16402.0;822665630.0;2018-10
33;13.059.145;BEXS BANCO DE CÂMBIO S/A;26.0;166836991.0;54.0;1083121.0;225.0;101826530.0;511.0;231213892.0;816.0;500960533.0;178.0;312070350.0;994.0;813030883.0;2018-10
35;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;9.0;3144456.0;16.0;10376604.0;48.0;39297621.0;89.0;71855387.0;162.0;124674069.0;178.0;585599959.0;340.0;710274027.0;2018-10
36;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;179.0;60758117.0;784.0;163121791.0;364.0;52609684.0;644.0;57506843.0;1971.0;333996435.0;258.0;308505503.0;2229.0;642501938.0;2018-10
37;71.027.866;BANCO BONSUCESSO S.A.;69.0;6162131.0;341.0;22582876.0;758.0;86522478.0;1294.0;64304450.0;2462.0;179571935.0;3332.0;446054876.0;5794.0;625626811.0;2018-10
38;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;65.0;97624656.0;;;108.0;182013699.0;41.0;66631575.0;214.0;346269931.0;8.0;150816020.0;222.0;497085951.0;2018-10
39;61.088.183;BANCO MIZUHO DO BRASIL S.A.;52.0;21595043.0;156.0;17540712.0;106.0;48084097.0;114.0;66422284.0;428.0;153642137.0;169.0;194821950.0;597.0;348464086.0;2018-10
40;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;21.0;11276363.0;50.0;19286658.0;217.0;25326737.0;531.0;126185127.0;819.0;182074885.0;129.0;131502867.0;948.0;313577752.0;2018-10
44;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;291.0;3902351.0;767.0;19746506.0;1900.0;19686320.0;3404.0;59765098.0;6362.0;103100275.0;3539.0;185465334.0;9901.0;288565609.0;2018-10
45;30.723.886;BANCO MODAL S.A.;12.0;13641838.0;106.0;15309667.0;134.0;80822052.0;164.0;41703967.0;416.0;151477523.0;30.0;118116018.0;446.0;269593541.0;2018-10
46;58.616.418;BANCO FIBRA S.A.;118.0;78439808.0;375.0;50718406.0;44.0;6863324.0;220.0;10692442.0;757.0;146713980.0;34.0;78853856.0;791.0;225567836.0;2018-10
47;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;947.0;54557727.0;1362.0;63209378.0;520.0;7794978.0;1370.0;18334719.0;4199.0;143896802.0;96.0;75033157.0;4295.0;218929959.0;2018-10
49;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.;11.0;3954000.0;14.0;745711.0;2238.0;95920532.0;87.0;5118015.0;2350.0;105738258.0;167.0;104901262.0;2517.0;210639520.0;2018-10
50;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;11.0;36356.0;29.0;309367.0;895.0;41336041.0;6034.0;72973554.0;6969.0;114655318.0;1282.0;69002151.0;8251.0;183657468.0;2018-10
51;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;238.0;5290445.0;1728.0;28949273.0;2030.0;15840347.0;5201.0;37494419.0;9197.0;87574484.0;974.0;88021223.0;10171.0;175595707.0;2018-10
52;59.118.133;BANCO LUSO BRASILEIRO S.A.;61.0;6005249.0;387.0;36789699.0;98.0;30075673.0;224.0;25609267.0;770.0;98479887.0;439.0;64873589.0;1209.0;163353477.0;2018-10
53;33.923.798;BANCO MÁXIMA S.A.;18.0;44362758.0;68.0;3104175.0;394.0;18372959.0;6868.0;31681443.0;7348.0;97521335.0;46.0;62753591.0;7394.0;160274926.0;2018-10
54;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.;31.0;60998108.0;40.0;3122080.0;19.0;727919.0;27.0;8190106.0;117.0;73038212.0;55.0;76516121.0;172.0;149554334.0;2018-10
55;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;45.0;577571.0;271.0;3597754.0;1405.0;9355589.0;4824.0;66413327.0;6545.0;79944242.0;1202.0;60352485.0;7747.0;140296728.0;2018-10
57;15.114.366;BANCO BBM S/A;25.0;34185129.0;16.0;4045305.0;17.0;28195857.0;122.0;15705033.0;180.0;82131324.0;16.0;51179715.0;196.0;133311039.0;2018-10
60;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;13.0;20885000.0;15.0;27891286.0;;;86.0;12794028.0;114.0;61570314.0;16.0;60900000.0;130.0;122470314.0;2018-10
61;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;105.0;1733776.0;1393.0;28969896.0;708.0;10001524.0;2570.0;29126065.0;4776.0;69831261.0;2070.0;51426210.0;6846.0;121257471.0;2018-10
62;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;1.0;11600000.0;1.0;5866.0;11.0;47243990.0;20.0;927051.0;33.0;59776907.0;8.0;61370000.0;41.0;121146907.0;2018-10
63;03.609.817;BANCO CARGILL S.A.;32.0;50238492.0;1.0;1442175.0;3.0;2286632.0;37.0;5698079.0;73.0;59665378.0;4.0;42000000.0;77.0;101665378.0;2018-10
64;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;3.0;1352383.0;10.0;2766618.0;9.0;15997752.0;93.0;2600706.0;115.0;22717459.0;15.0;78508330.0;130.0;101225789.0;2018-10
65;01.181.521;BANCO COOPERATIVO SICREDI S.A.;664.0;33722458.0;449.0;12173088.0;318.0;7814692.0;273.0;22064883.0;1704.0;75775121.0;37.0;24297312.0;1741.0;100072433.0;2018-10
66;10.690.848;BANCO DA CHINA BRASIL S.A.;35.0;2773078.0;15.0;2819838.0;14.0;17860630.0;80.0;32956824.0;144.0;56410370.0;47.0;43411354.0;191.0;99821724.0;2018-10
67;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;26.0;519552.0;423.0;6676932.0;555.0;5856843.0;2014.0;23558555.0;3018.0;36611882.0;2596.0;58637707.0;5614.0;95249589.0;2018-10
68;07.679.404;BANCO TOPÁZIO S.A.;1.0;4711.0;27.0;1858324.0;52.0;2140257.0;163.0;41716245.0;243.0;45719536.0;104.0;42085475.0;347.0;87805012.0;2018-10
69;00.250.699;AGK CORRETORA DE CAMBIO S.A.;175.0;3519772.0;1166.0;28567711.0;473.0;6290545.0;894.0;9799069.0;2708.0;48177098.0;474.0;36114932.0;3182.0;84292030.0;2018-10
70;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;1.0;10296.0;91.0;27005205.0;69.0;10945615.0;183.0;3772386.0;344.0;41733501.0;81.0;41535839.0;425.0;83269340.0;2018-10
71;02.318.507;BANCO KEB HANA DO BRASIL S.A.;3.0;3133846.0;7.0;10873120.0;45.0;19251898.0;63.0;11918925.0;118.0;45177789.0;33.0;36378706.0;151.0;81556495.0;2018-10
72;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.;53.0;22567493.0;118.0;13778610.0;56.0;1710123.0;69.0;2219277.0;296.0;40275502.0;90.0;39160835.0;386.0;79436337.0;2018-10
73;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;107.0;2009717.0;1240.0;24716281.0;270.0;4389055.0;1410.0;11057606.0;3027.0;42172659.0;559.0;30261115.0;3586.0;72433774.0;2018-10
74;92.894.922;BANCO ORIGINAL S.A.;23.0;57716285.0;17.0;7009926.0;50.0;54815.0;222.0;4746294.0;312.0;69527320.0;9.0;2500874.0;321.0;72028194.0;2018-10
75;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;47.0;1295361.0;936.0;22878225.0;370.0;1666463.0;1172.0;9242645.0;2525.0;35082693.0;1738.0;34263335.0;4263.0;69346027.0;2018-10
76;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;2.0;27573.0;43.0;1178708.0;134.0;1452874.0;562.0;21436398.0;741.0;24095553.0;2954.0;42173369.0;3695.0;66268922.0;2018-10
77;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.;202.0;12434002.0;327.0;7150074.0;530.0;2166106.0;1772.0;9612853.0;2831.0;31363035.0;1169.0;28309044.0;4000.0;59672079.0;2018-10
78;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;22.0;2820124.0;23.0;740998.0;8.0;770899.0;48.0;24090010.0;101.0;28422030.0;5.0;23500000.0;106.0;51922030.0;2018-10
79;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.;6.0;129151.0;129.0;2236648.0;341.0;2757721.0;1639.0;19749595.0;2115.0;24873116.0;918.0;26971060.0;3033.0;51844175.0;2018-10
81;00.416.968;BANCO INTER S.A.;3.0;15453.0;78.0;1168015.0;292.0;1642398.0;389.0;18225295.0;762.0;21051163.0;226.0;27236350.0;988.0;48287512.0;2018-10
82;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;14.0;5719805.0;27.0;7566233.0;20.0;6010046.0;37.0;6470860.0;98.0;25766944.0;30.0;22489955.0;128.0;48256899.0;2018-10
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;31.0;378845.0;757.0;14989022.0;158.0;1334252.0;958.0;8045781.0;1904.0;24747901.0;578.0;21914819.0;2482.0;46662720.0;2018-10
85;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;17.0;367164.0;83.0;1097983.0;473.0;2025867.0;1682.0;21641751.0;2255.0;25132765.0;1453.0;21485444.0;3708.0;46618208.0;2018-10
86;60.889.128;BANCO SOFISA S.A.;117.0;24196606.0;83.0;4404237.0;7.0;230841.0;88.0;620555.0;295.0;29452239.0;35.0;16591150.0;330.0;46043389.0;2018-10
89;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;6.0;873656.0;20.0;11038731.0;17.0;8612224.0;48.0;5917189.0;91.0;26441800.0;10.0;17309773.0;101.0;43751573.0;2018-10
90;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.;20.0;169101.0;270.0;4608523.0;321.0;2420524.0;2100.0;15817779.0;2711.0;23015926.0;1258.0;19120686.0;3969.0;42136612.0;2018-10
91;59.285.411;BANCO PAN S.A.;2.0;167712.0;;;6.0;23897.0;25.0;19744814.0;33.0;19936423.0;1.0;19413660.0;34.0;39350083.0;2018-10
92;04.062.902;VISION S.A. CORRETORA DE CAMBIO;37.0;677924.0;426.0;7276682.0;160.0;2598343.0;1010.0;10256474.0;1633.0;20809423.0;1643.0;16286854.0;3276.0;37096277.0;2018-10
95;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;442.0;12447196.0;151.0;3842063.0;71.0;436760.0;272.0;985002.0;936.0;17711021.0;72.0;15368544.0;1008.0;33079565.0;2018-10
97;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;4.0;24167.0;64.0;681540.0;68.0;499781.0;753.0;7971781.0;889.0;9177268.0;1205.0;20673591.0;2094.0;29850859.0;2018-10
98;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;18.0;374712.0;21.0;396145.0;133.0;873046.0;397.0;5194368.0;569.0;6838271.0;403.0;20976012.0;972.0;27814283.0;2018-10
100;61.186.680;BANCO BMG S.A.;3.0;4663177.0;;;1.0;2876500.0;16.0;3418202.0;20.0;10957878.0;3.0;15292023.0;23.0;26249902.0;2018-10
102;61.024.352;BANCO INDUSVAL S.A.;15.0;1711051.0;18.0;1317088.0;31.0;2383030.0;98.0;9676189.0;162.0;15087357.0;27.0;9466495.0;189.0;24553852.0;2018-10
104;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;1.0;40478.0;1.0;3645.0;201.0;1221584.0;549.0;7452083.0;752.0;8717790.0;860.0;15143356.0;1612.0;23861146.0;2018-10
106;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.;20.0;469206.0;201.0;4238337.0;127.0;1312971.0;465.0;3520345.0;813.0;9540859.0;406.0;14039506.0;1219.0;23580365.0;2018-10
108;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;5.0;42284.0;6.0;30183.0;427.0;1442227.0;985.0;4916583.0;1423.0;6431277.0;621.0;16483877.0;2044.0;22915154.0;2018-10
110;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;5.0;121000.0;;;1184.0;789000.0;1219.0;1155368.0;2408.0;2065367.0;161.0;19332797.0;2569.0;21398164.0;2018-10
112;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.;34.0;360178.0;88.0;3138103.0;318.0;1721537.0;632.0;5861116.0;1072.0;11080934.0;657.0;8785970.0;1729.0;19866904.0;2018-10
113;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;1.0;2133.0;142.0;4644666.0;97.0;1119189.0;424.0;3044680.0;664.0;8810668.0;471.0;8642490.0;1135.0;17453158.0;2018-10
114;04.902.979;BANCO DA AMAZONIA S.A.;53.0;4821452.0;12.0;864094.0;14.0;216535.0;95.0;3296597.0;174.0;9198679.0;42.0;7481119.0;216.0;16679798.0;2018-10
116;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;2.0;20390.0;62.0;1076262.0;89.0;361360.0;799.0;5446267.0;952.0;6904279.0;1795.0;6898652.0;2747.0;13802931.0;2018-10
117;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;3.0;104212.0;59.0;2307414.0;116.0;3390616.0;385.0;2994873.0;563.0;8797114.0;205.0;4255296.0;768.0;13052409.0;2018-10
119;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.;6.0;28107.0;71.0;736627.0;184.0;658240.0;559.0;4577704.0;820.0;6000678.0;452.0;4787317.0;1272.0;10787995.0;2018-10
120;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;3.0;509103.0;3.0;2083754.0;4.0;298443.0;8.0;165784.0;18.0;3057084.0;6.0;7622829.0;24.0;10679912.0;2018-10
121;62.144.175;BANCO PINE S.A.;6.0;4646962.0;13.0;2224220.0;1.0;805823.0;27.0;2758881.0;47.0;10435886.0;;;47.0;10435886.0;2018-10
123;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;8.0;345098.0;15.0;149468.0;60.0;971530.0;401.0;4195049.0;484.0;5661146.0;243.0;4035646.0;727.0;9696792.0;2018-10
126;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.;3.0;11190.0;64.0;1557444.0;11.0;114061.0;663.0;2528469.0;741.0;4211163.0;654.0;4207986.0;1395.0;8419148.0;2018-10
127;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;5.0;28429.0;18.0;283144.0;101.0;1622448.0;229.0;2163796.0;353.0;4097817.0;342.0;4090222.0;695.0;8188039.0;2018-10
129;04.913.711;BANCO DO ESTADO DO PARÁ S.A.;50.0;2332176.0;3.0;474758.0;30.0;256132.0;148.0;341380.0;231.0;3404446.0;51.0;3247255.0;282.0;6651701.0;2018-10
135;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;1.0;205471.0;;;4.0;17931.0;4.0;2556.0;9.0;225957.0;2.0;5600000.0;11.0;5825957.0;2018-10
138;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;19.0;122354.0;13.0;102127.0;133.0;1206542.0;851.0;1712817.0;1016.0;3143841.0;144.0;2001516.0;1160.0;5145357.0;2018-10
141;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;1.0;39970.0;2.0;63100.0;346.0;165343.0;2107.0;2120570.0;2456.0;2388983.0;175.0;1998649.0;2631.0;4387633.0;2018-10
142;33.042.151;BANCO DE LA NACION ARGENTINA;2.0;1064362.0;;;364.0;376953.0;70.0;203941.0;436.0;1645256.0;10.0;2600886.0;446.0;4246142.0;2018-10
143;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;5.0;123320.0;43.0;1112101.0;31.0;418328.0;69.0;378200.0;148.0;2031949.0;100.0;1753795.0;248.0;3785745.0;2018-10
144;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA;8.0;217678.0;110.0;1315276.0;4.0;4070.0;94.0;324380.0;216.0;1861405.0;180.0;1912049.0;396.0;3773454.0;2018-10
151;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA;25.0;820643.0;22.0;280220.0;3.0;34760.0;66.0;233468.0;116.0;1369091.0;71.0;1375916.0;187.0;2745007.0;2018-10
152;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;1.0;1368.0;2.0;14925.0;38.0;29089.0;174.0;1141901.0;215.0;1187283.0;178.0;1147844.0;393.0;2335127.0;2018-10
1;60.746.948;BANCO BRADESCO S.A.;7447.0;8059690786.0;17883.0;4486658080.0;40332.0;8759278256.0;24737.0;11461456145.0;90399.0;32767083268.0;1163.0;5696574492.0;91562.0;38463657759.0;2018-11
2;90.400.888;BANCO SANTANDER (BRASIL) S.A.;5621.0;1608269021.0;19538.0;2350690591.0;17492.0;3354833184.0;30710.0;6795549403.0;73361.0;14109342198.0;1364.0;24319868578.0;74725.0;38429210776.0;2018-11
3;33.479.023;BANCO CITIBANK S.A.;1239.0;2542810029.0;6503.0;1366927370.0;5127.0;6964175989.0;8504.0;11024242814.0;21373.0;21898156202.0;538.0;9444177758.0;21911.0;31342333960.0;2018-11
4;33.172.537;BANCO J.P. MORGAN S.A.;269.0;1042426996.0;2419.0;632170971.0;928.0;6956109654.0;1983.0;5059870758.0;5599.0;13690578378.0;616.0;14949519758.0;6215.0;28640098136.0;2018-11
5;60.701.190;ITAÚ UNIBANCO S.A.;7488.0;1563305331.0;16169.0;1443524196.0;32579.0;3974101441.0;30337.0;4832227976.0;86573.0;11813158943.0;786.0;10661207380.0;87359.0;22474366324.0;2018-11
6;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.;74.0;72747402.0;305.0;100120048.0;179.0;2268844110.0;397.0;2263478009.0;955.0;4705189570.0;415.0;12891962169.0;1370.0;17597151738.0;2018-11
7;30.306.294;BANCO BTG PACTUAL S.A.;9.0;105297676.0;63.0;23439626.0;236.0;186550800.0;543.0;576579959.0;851.0;891868061.0;231.0;13652513126.0;1082.0;14544381187.0;2018-11
8;00.000.000;BANCO DO BRASIL S.A.;7614.0;3821215575.0;10424.0;2280899294.0;14906.0;1301133626.0;20380.0;2641684140.0;53324.0;10044932634.0;558.0;1420870646.0;53882.0;11465803280.0;2018-11
10;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;89.0;347045922.0;647.0;351418160.0;356.0;1284052547.0;885.0;1466584514.0;1977.0;3449101143.0;274.0;2707479303.0;2251.0;6156580446.0;2018-11
11;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;3.0;213456.0;;;188.0;2407993049.0;151.0;2031390496.0;342.0;4439597001.0;62.0;1507791202.0;404.0;5947388203.0;2018-11
12;01.522.368;BANCO BNP PARIBAS BRASIL S.A.;138.0;265382283.0;780.0;171029081.0;664.0;1230272715.0;1336.0;1664521425.0;2918.0;3331205505.0;714.0;1612877242.0;3632.0;4944082747.0;2018-11
13;60.498.557;BANCO MUFG BRASIL S.A.;130.0;83309825.0;450.0;58696339.0;515.0;281034839.0;535.0;213611874.0;1630.0;636652877.0;869.0;4242252140.0;2499.0;4878905017.0;2018-11
15;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;79.0;257154276.0;516.0;218011390.0;264.0;631541813.0;708.0;903861526.0;1567.0;2010569005.0;140.0;1077697514.0;1707.0;3088266519.0;2018-11
17;49.336.860;ING BANK N.V.;25.0;134311369.0;;;11.0;1766139.0;56.0;7835585.0;92.0;143913094.0;146.0;2570491594.0;238.0;2714404688.0;2018-11
18;59.588.111;BANCO VOTORANTIM S.A.;127.0;166315249.0;728.0;169783256.0;480.0;413962458.0;784.0;496767646.0;2119.0;1246828609.0;941.0;1320859993.0;3060.0;2567688602.0;2018-11
19;28.195.667;BANCO ABC BRASIL S.A.;77.0;52138558.0;156.0;22262321.0;34.0;93599036.0;211.0;51230996.0;478.0;219230912.0;299.0;1827428423.0;777.0;2046659335.0;2018-11
20;61.820.817;BANCO PAULISTA S.A.;188.0;108139662.0;442.0;26689843.0;84497.0;179969867.0;1187.0;134543464.0;86314.0;449342837.0;10956.0;1365292873.0;97270.0;1814635710.0;2018-11
21;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO;9.0;60752121.0;24.0;38961559.0;100.0;237667996.0;100.0;236165030.0;233.0;573546706.0;403.0;1096141125.0;636.0;1669687832.0;2018-11
22;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;14.0;61387435.0;8.0;428003.0;38.0;24052119.0;63.0;7871773.0;123.0;93739330.0;126.0;1538518052.0;249.0;1632257381.0;2018-11
23;03.532.415;BANCO ABN AMRO S.A.;11.0;50500000.0;;;68.0;651755236.0;74.0;649493480.0;153.0;1351748716.0;22.0;63394183.0;175.0;1415142899.0;2018-11
24;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;95.0;107373902.0;29.0;41610344.0;86.0;342954184.0;203.0;151986044.0;413.0;643924474.0;77.0;565789949.0;490.0;1209714424.0;2018-11
25;58.160.789;BANCO SAFRA S.A.;221.0;74175241.0;822.0;74828857.0;901.0;433632674.0;1852.0;114003738.0;3796.0;696640509.0;239.0;446205561.0;4035.0;1142846070.0;2018-11
26;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;31.0;64177430.0;13.0;10133589.0;13.0;59443519.0;125.0;13243830.0;182.0;146998368.0;51.0;985196969.0;233.0;1132195338.0;2018-11
27;68.900.810;BANCO RENDIMENTO S.A.;25.0;1118429.0;155.0;55940304.0;41255.0;158525648.0;16171.0;153020591.0;57606.0;368604972.0;8972.0;642751149.0;66578.0;1011356121.0;2018-11
28;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;147.0;57835473.0;731.0;206238027.0;326.0;41154987.0;580.0;166713033.0;1784.0;471941520.0;213.0;339937297.0;1997.0;811878817.0;2018-11
29;00.360.305;CAIXA ECONOMICA FEDERAL;177.0;39532944.0;121.0;3115203.0;7443.0;131007999.0;1468.0;98654231.0;9209.0;272310377.0;343.0;438132063.0;9552.0;710442440.0;2018-11
30;19.307.785;MS BANK S.A. BANCO DE CÂMBIO;55.0;2654918.0;630.0;34702255.0;333.0;72449090.0;45521.0;104247868.0;46539.0;214054132.0;570.0;472715848.0;47109.0;686769980.0;2018-11
31;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.;214.0;8762947.0;1456.0;54422295.0;1051.0;57026574.0;2489.0;67473803.0;5210.0;187685619.0;7223.0;445717110.0;12433.0;633402729.0;2018-11
32;78.632.767;BANCO OURINVEST S.A.;192.0;16798984.0;1319.0;77685768.0;634.0;52600382.0;1621.0;75560436.0;3766.0;222645570.0;8436.0;394848014.0;12202.0;617493583.0;2018-11
33;71.027.866;BANCO BS2 S.A.;83.0;29585596.0;317.0;28662826.0;777.0;83588792.0;1182.0;101442634.0;2359.0;243279848.0;2233.0;315831962.0;4592.0;559111810.0;2018-11
34;61.088.183;BANCO MIZUHO DO BRASIL S.A.;42.0;29708173.0;115.0;20854779.0;74.0;90360861.0;118.0;90848791.0;349.0;231772603.0;137.0;235818794.0;486.0;467591397.0;2018-11
35;62.232.889;BANCO DAYCOVAL S.A.;510.0;93977200.0;716.0;29654479.0;630.0;5561154.0;2184.0;39296526.0;4040.0;168489358.0;2549.0;294522080.0;6589.0;463011438.0;2018-11
36;13.059.145;BEXS BANCO DE CÂMBIO S/A;20.0;36261192.0;31.0;718183.0;152.0;14151231.0;382.0;148721771.0;585.0;199852377.0;154.0;197333583.0;739.0;397185960.0;2018-11
38;33.923.798;BANCO MÁXIMA S.A.;24.0;56829646.0;80.0;3232293.0;354.0;17054790.0;6318.0;27953452.0;6776.0;105070180.0;43.0;228203378.0;6819.0;333273558.0;2018-11
39;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;65.0;62333343.0;;;94.0;52084785.0;45.0;127560842.0;204.0;241978970.0;2.0;60000000.0;206.0;301978970.0;2018-11
41;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;9.0;1224855.0;66.0;12715103.0;187.0;14217376.0;402.0;118557327.0;664.0;146714661.0;92.0;116986702.0;756.0;263701363.0;2018-11
42;58.616.418;BANCO FIBRA S.A.;116.0;72322848.0;330.0;49107353.0;70.0;32501427.0;211.0;33120430.0;727.0;187052059.0;34.0;65550872.0;761.0;252602931.0;2018-11
