Rank;Codigo_Instituicao;Instituicao;Exportacao_Quant;Exportacao_Valor;Importacao_Quant;Importacao_Valor;Transf_Exterior_Quant;Transf_Exterior_Valor;Transf_pExterior_Quant;Transf_pExterior_Valor;Mercado_Primario_Quant;Mercado_Primario_Valor;Mercado_Interbancario_Quant;Mercado_Interbancario_Valor;Total_Geral_Quant;Total_Geral_Valor;Data_Ref
143;04.902.979;BANCO DA AMAZONIA S.A.;17.0;315631.0;1.0;6150.0;19.0;365566.0;34.0;50927.0;71.0;738274.0;9.0;561966.0;80.0;1300240.0;2023-12
144;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;;121.0;147067.0;473.0;638316.0;594.0;785383.0;124.0;505361.0;718.0;1290744.0;2023-12
145;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;;39.0;23553.0;188.0;475244.0;227.0;498797.0;59.0;444517.0;286.0;943314.0;2023-12
146;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;1.0;53798.0;9.0;18501.0;99.0;381488.0;109.0;453787.0;87.0;433389.0;196.0;887176.0;2023-12
147;41.560.568;PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA;;;;;165.0;92275.0;231.0;287474.0;396.0;379749.0;73.0;262354.0;469.0;642103.0;2023-12
148;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;;;;41.0;53379.0;50.0;246508.0;91.0;299887.0;7.0;323000.0;98.0;622887.0;2023-12
149;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;;8.0;604169.0;8.0;604169.0;;;8.0;604169.0;2023-12
150;20.155.248;UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;58.0;55535.0;164.0;245533.0;222.0;301068.0;32.0;236204.0;254.0;537272.0;2023-12
151;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;;14.0;14571.0;180.0;248009.0;194.0;262580.0;49.0;237187.0;243.0;499767.0;2023-12
152;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;;164.0;107855.0;207.0;172105.0;371.0;279960.0;13.0;131911.0;384.0;411871.0;2023-12
153;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;;113.0;33515.0;207.0;189560.0;320.0;223075.0;37.0;161612.0;357.0;384687.0;2023-12
154;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;;6.0;10894.0;7.0;44479.0;13.0;55373.0;13.0;55373.0;26.0;110746.0;2023-12
155;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;;;;6.0;14115.0;6.0;14115.0;;;6.0;14115.0;2023-12
156;04.866.275;BANCO INBURSA S.A.;;;;;;;1.0;1084.0;1.0;1084.0;;;1.0;1084.0;2023-12
Rank ;CNPJ da Instituição;Nome da Instituição ;;;;;;;;;;;;;;;2024-01
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.;;5858.0;2786032807.0;20005.0;2243269459.0;26603.0;4570964801.0;53994.0;3007094387.0;106460.0;25415200403.0;2504.0;51727183142.0;108964.0;2024-01
2;33.172.537;BANCO J.P. MORGAN S.A.;;303.0;792593059.0;2761.0;571739294.0;1852.0;9458543954.0;3202.0;8364093515.0;8118.0;16642688175.0;1241.0;35291171940.0;9359.0;2024-01
3;60.701.190;ITAÚ UNIBANCO S.A.;;9329.0;3553835252.0;32814.0;3468966907.0;48825.0;4848746071.0;37625.0;5593507460.0;128593.0;18242974077.0;1715.0;36323073208.0;130308.0;2024-01
4;33.479.023;BANCO CITIBANK S.A.;;1233.0;3367859802.0;7331.0;1563828116.0;7153.0;6378675162.0;10953.0;7093646175.0;26670.0;6286616150.0;489.0;10677512998.0;27159.0;2024-01
5;00.000.000;BANCO DO BRASIL S.A.;;9363.0;4007403500.0;22234.0;2363984712.0;43935.0;6468009435.0;44129.0;6659446638.0;119661.0;2277834145.0;555.0;5989088999.0;120216.0;2024-01
6;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;;;222.0;3887599977.0;223.0;3795649663.0;445.0;7541140444.0;175.0;14557223817.0;620.0;2024-01
7;30.306.294;BANCO BTG PACTUAL S.A.;;487.0;1168386424.0;1305.0;140712618.0;3195.0;1194384474.0;4429.0;1380963081.0;9416.0;8484089906.0;775.0;15470306936.0;10191.0;2024-01
8;60.746.948;BANCO BRADESCO S.A.;;4333.0;2517333725.0;11804.0;1294784529.0;23364.0;1838525608.0;34765.0;1882548911.0;74266.0;3761956336.0;1324.0;6241574461.0;75590.0;2024-01
9;01.522.368;BANCO BNP PARIBAS BRASIL S.A.;;229.0;449274042.0;933.0;386794656.0;1351.0;1613248555.0;2329.0;1119591463.0;4842.0;4194069623.0;586.0;7381509601.0;5428.0;2024-01
10;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;;244.0;719507062.0;792.0;281321835.0;538.0;2358678023.0;692.0;2525380457.0;2266.0;2551177235.0;478.0;3980672336.0;2744.0;2024-01
11;59.588.111;BANCO VOTORANTIM S.A.;;173.0;198818009.0;375.0;148513868.0;200.0;244457943.0;488.0;388035221.0;1236.0;3697181270.0;751.0;7626770049.0;1987.0;2024-01
12;60.498.557;BANCO MUFG BRASIL S.A.;;156.0;127820524.0;495.0;220234835.0;237.0;155525722.0;337.0;594348088.0;1225.0;2824971814.0;1382.0;5804500038.0;2607.0;2024-01
13;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.;;89.0;200927556.0;798.0;265234243.0;117.0;311712180.0;369.0;336841216.0;1373.0;2723541082.0;718.0;5429967332.0;2091.0;2024-01
14;33.264.668;BANCO XP S.A.;;863.0;169652193.0;5666.0;363286900.0;5833.0;461784313.0;15190.0;720016659.0;27552.0;2102481539.0;406.0;4621330015.0;27958.0;2024-01
15;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL;;;;;;407.0;1553032757.0;466.0;2285403574.0;873.0;650193064.0;121.0;2031373398.0;994.0;2024-01
16;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;;149.0;189326161.0;645.0;145327026.0;256.0;1204465950.0;432.0;809537883.0;1482.0;1677897759.0;1670.0;3059221527.0;3152.0;2024-01
17;03.532.415;BANCO ABN AMRO S.A.;;;;;;334.0;2116447828.0;368.0;2124758358.0;702.0;275000000.0;23.0;519988976.0;725.0;2024-01
18;53.518.684;BANCO HSBC S.A.;;71.0;635884114.0;120.0;35841005.0;224.0;299454865.0;287.0;228947831.0;702.0;2019519443.0;358.0;3340079591.0;1060.0;2024-01
19;19.307.785;BRAZA BANK S.A. BANCO DE CÂMBIO;;87.0;5411396.0;1149.0;99325129.0;574.0;67103127.0;8079.0;165116496.0;9889.0;1995801514.0;1098.0;4185469513.0;10987.0;2024-01
20;07.679.404;BANCO TOPÁZIO S.A.;;94.0;3504478.0;1119.0;37319418.0;34329.0;263962652.0;83064.0;1906407805.0;118606.0;307112537.0;3875.0;2292205261.0;122481.0;2024-01
21;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;;75.0;111365511.0;5.0;789671.0;75.0;153917047.0;189.0;331515654.0;344.0;1842023555.0;268.0;3623118030.0;612.0;2024-01
22;61.088.183;BANCO MIZUHO DO BRASIL S.A.;;58.0;81308231.0;224.0;65944725.0;94.0;27027019.0;137.0;47179699.0;513.0;1626323298.0;326.0;3343543594.0;839.0;2024-01
23;02.801.938;BANCO MORGAN STANLEY S.A.;;13.0;209402840.0;56.0;36283499.0;110.0;984006305.0;168.0;799736639.0;347.0;875000000.0;47.0;1438872398.0;394.0;2024-01
24;31.872.495;BANCO C6 S.A.;;153.0;188474430.0;1290.0;196668062.0;1547.0;359372484.0;2818.0;536851862.0;5808.0;758268011.0;273.0;1708413821.0;6081.0;2024-01
25;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.;;548.0;183312773.0;2119.0;86341874.0;5065.0;555139429.0;6220.0;828154110.0;13952.0;350289268.0;6184.0;912433807.0;20136.0;2024-01
26;71.027.866;BANCO BS2 S.A.;;428.0;102933989.0;1874.0;718157588.0;6755.0;160008257.0;7361.0;147142984.0;16418.0;376392892.0;197.0;1354931707.0;16615.0;2024-01
27;78.632.767;BANCO OURINVEST S.A.;;743.0;143926234.0;3424.0;178888790.0;38999.0;433925759.0;43558.0;592180558.0;86724.0;419468578.0;9752.0;1030140302.0;96476.0;2024-01
28;58.160.789;BANCO SAFRA S.A.;;338.0;62387685.0;1010.0;107383220.0;24384.0;756788299.0;18177.0;247595111.0;43909.0;793133589.0;567.0;1137915310.0;44476.0;2024-01
29;15.114.366;BANCO BOCOM BBM S.A.;;26.0;12712514.0;31.0;25851566.0;32.0;139206741.0;271.0;224481324.0;360.0;916281776.0;126.0;1826236575.0;486.0;2024-01
30;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;;40.0;51349552.0;110.0;28895381.0;33.0;890470171.0;184.0;701722959.0;367.0;364844670.0;76.0;432977358.0;443.0;2024-01
31;62.232.889;BANCO DAYCOVAL S.A.;;378.0;66340541.0;1877.0;191396514.0;58236.0;411635179.0;39089.0;268592268.0;99580.0;548790219.0;2111.0;1110197691.0;101691.0;2024-01
32;28.195.667;BANCO ABC BRASIL S.A.;;96.0;58984111.0;335.0;50045248.0;36.0;63609717.0;362.0;223321166.0;829.0;593373347.0;272.0;1358820271.0;1101.0;2024-01
33;58.616.418;BANCO FIBRA S.A.;;88.0;26296243.0;679.0;262573712.0;43.0;40329355.0;164.0;9250904.0;974.0;454725699.0;160.0;1101343760.0;1134.0;2024-01
34;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA;;6577.0;1751547.0;5.0;626.0;1107212.0;426753226.0;1268004.0;464035138.0;2381798.0;180045956.0;2041.0;392585860.0;2383839.0;2024-01
35;33.923.798;BANCO MASTER S/A;;100.0;47111686.0;279.0;214427032.0;2517.0;39037360.0;546.0;89261728.0;3442.0;281598440.0;121.0;736452558.0;3563.0;2024-01
36;68.900.810;BANCO RENDIMENTO S.A.;;18.0;758620.0;287.0;29048614.0;141315.0;295637878.0;3961.0;81999240.0;145581.0;358102901.0;6562.0;527002662.0;152143.0;2024-01
37;07.656.500;BANCO KDB DO BRASIL S.A.;;;;2.0;608674.0;164.0;196570507.0;371.0;256357863.0;537.0;158300000.0;113.0;418206670.0;650.0;2024-01
38;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;;;;;;95.0;237029728.0;87.0;314441578.0;182.0;56443175.0;20.0;277900167.0;202.0;2024-01
39;13.059.145;BEXS BANCO DE CÂMBIO S/A;;83.0;56696271.0;431.0;19795767.0;5793.0;111562321.0;16855.0;190229098.0;23162.0;99415756.0;297.0;264636607.0;23459.0;2024-01
40;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;;145.0;39785198.0;511.0;72576403.0;343.0;188078355.0;471.0;36760808.0;1470.0;197269391.0;98.0;295369012.0;1568.0;2024-01
41;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;;1.0;916111.0;1.0;2623.0;14.0;61376320.0;119.0;215989734.0;135.0;345656.0;15.0;279691400.0;150.0;2024-01
42;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.;;1.0;2681.0;95.0;2759012.0;1098.0;182101934.0;6352.0;201129455.0;7546.0;16435058.0;661.0;55243601.0;8207.0;2024-01
43;10.690.848;BANCO DA CHINA BRASIL S.A.;;47.0;34533053.0;20.0;3932725.0;97.0;19821576.0;86.0;20619913.0;250.0;181044597.0;140.0;332364041.0;390.0;2024-01
44;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;;6.0;175721038.0;9.0;774047.0;9.0;24023874.0;17.0;16486759.0;41.0;183248712.0;8.0;183598712.0;49.0;2024-01
45;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;;538.0;142963571.0;573.0;40158268.0;289.0;13976830.0;430.0;17905666.0;1830.0;136504692.0;98.0;179811626.0;1928.0;2024-01
46;00.997.185;BANCO B3 S.A.;;;;;;183.0;148461792.0;149.0;127813330.0;332.0;66281868.0;71.0;111936799.0;403.0;2024-01
47;00.416.968;BANCO INTER S.A.;;55.0;489936.0;243.0;842449.0;76537.0;187543193.0;188914.0;83586586.0;265749.0;99761124.0;13.0;115311588.0;265762.0;2024-01
48;62.144.175;BANCO PINE S.A.;;58.0;126726754.0;196.0;14748154.0;18.0;7469355.0;672.0;40976090.0;944.0;140501746.0;57.0;190075786.0;1001.0;2024-01
49;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;;185.0;6285265.0;2311.0;42648869.0;2233.0;96773108.0;3351.0;105842216.0;8080.0;41146993.0;385.0;127875799.0;8465.0;2024-01
50;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;;6.0;58671039.0;2.0;4773276.0;23.0;1118500.0;30.0;624279.0;61.0;177597885.0;94.0;301984837.0;155.0;2024-01
51;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;;37.0;99776562.0;;;38.0;22349415.0;1.0;10800.0;76.0;129776774.0;6.0;229876774.0;82.0;2024-01
52;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;;;;;1.0;12000.0;1.0;116943385.0;4.0;351431023.0;5.0;2024-01
53;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;;14.0;633245.0;195.0;11750106.0;223.0;112572575.0;593.0;121305787.0;1025.0;32499080.0;248.0;84865130.0;1273.0;2024-01
54;00.360.305;CAIXA ECONOMICA FEDERAL;;126.0;47024520.0;85.0;4672711.0;7324.0;36143735.0;2039.0;61818657.0;9574.0;97762024.0;364.0;180739487.0;9938.0;2024-01
55;28.811.341;STONEX BANCO DE CÂMBIO S.A.;;108.0;12257260.0;90.0;3619436.0;4352.0;120916877.0;248.0;27615985.0;4798.0;130993843.0;323.0;160048842.0;5121.0;2024-01
56;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;;;17.0;154034249.0;26.0;9079107.0;43.0;148198905.0;12.0;152252965.0;55.0;2024-01
57;45.246.410;BANCO GENIAL S.A.;;5.0;261927.0;26.0;3654329.0;381.0;66174298.0;511.0;140123089.0;923.0;2005000.0;15.0;84559864.0;938.0;2024-01
58;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;;;8.0;3408002.0;10.0;69714137.0;13.0;3954155.0;31.0;139358363.0;11.0;216565735.0;42.0;2024-01
59;01.181.521;BANCO COOPERATIVO SICREDI S.A.;;907.0;56908216.0;1214.0;44395109.0;1047.0;48369454.0;400.0;34285757.0;3568.0;40745983.0;17.0;66755159.0;3585.0;2024-01
60;61.024.352;BANCO VOITER S.A.;;20.0;24662959.0;193.0;20697015.0;178.0;55964618.0;755.0;78568740.0;1146.0;15785003.0;142.0;56663920.0;1288.0;2024-01
61;54.403.563;BANCO ARBI S.A.;;;;37.0;3501356.0;22.0;101057833.0;8.0;13297.0;67.0;100320000.0;22.0;103675000.0;89.0;2024-01
62;61.186.680;BANCO BMG S.A.;;3.0;5153345.0;;;15.0;2368567.0;66.0;2609502.0;84.0;94582350.0;9.0;171131150.0;93.0;2024-01
63;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;;131.0;2783625.0;995.0;31642935.0;2193.0;12226953.0;2592.0;17329388.0;5911.0;33817122.0;729.0;101653249.0;6640.0;2024-01
64;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;;;13747.0;23673045.0;67504.0;77907641.0;81251.0;;120.0;54230000.0;81371.0;2024-01
65;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;702.0;283025.0;26141.0;7817148.0;157112.0;54882257.0;223298.0;59524203.0;407253.0;5726838.0;133.0;26111126.0;407386.0;2024-01
66;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;;190.0;4833802.0;802.0;23209731.0;12501.0;29825209.0;26002.0;34199301.0;39495.0;15089809.0;912.0;53019035.0;40407.0;2024-01
67;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;;5.0;16527746.0;2.0;84740.0;2.0;5916.0;16.0;1708691.0;25.0;62950576.0;39.0;110317529.0;64.0;2024-01
68;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;12.0;306904.0;277.0;7343993.0;5609.0;3554611.0;6410.0;22107258.0;12308.0;29573325.0;1826.0;85018011.0;14134.0;2024-01
69;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;;92.0;2384626.0;966.0;23771278.0;9674.0;12565253.0;16698.0;22994222.0;27430.0;9887780.0;2631.0;51933531.0;30061.0;2024-01
70;60.889.128;BANCO SOFISA S.A.;;262.0;43670638.0;176.0;21265773.0;22.0;3755382.0;105.0;2203609.0;565.0;30888668.0;14.0;31946308.0;579.0;2024-01
71;04.062.902;OZ CORRETORA DE CÂMBIO S.A.;;28.0;438757.0;473.0;11036590.0;392.0;10447708.0;488.0;21821574.0;1381.0;13468688.0;1049.0;48892029.0;2430.0;2024-01
72;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;;145.0;2429094.0;1419.0;33586603.0;374.0;7850767.0;779.0;9824767.0;2717.0;2536034.0;438.0;38315843.0;3155.0;2024-01
73;59.118.133;BANCO LUSO BRASILEIRO S.A.;;58.0;9665258.0;106.0;6623062.0;19.0;280659.0;83.0;2194590.0;266.0;34720548.0;214.0;68523004.0;480.0;2024-01
74;00.250.699;AGK CORRETORA DE CAMBIO S.A.;;125.0;4176107.0;962.0;28933163.0;532.0;9174500.0;863.0;5687739.0;2482.0;8271648.0;453.0;37810994.0;2935.0;2024-01
75;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;;65.0;1460087.0;457.0;6059167.0;17315.0;19563493.0;44821.0;29002575.0;62658.0;7158635.0;1030.0;28386594.0;63688.0;2024-01
76;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.;;8.0;157225.0;553.0;30841598.0;52.0;1404661.0;185.0;6180907.0;798.0;5168063.0;847.0;45853250.0;1645.0;2024-01
77;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;3.0;1487.0;95.0;88209.0;35241.0;13752087.0;45737.0;34201831.0;81076.0;3573726.0;3599.0;27900003.0;84675.0;2024-01
78;92.894.922;BANCO ORIGINAL S.A.;;1.0;20000000.0;9.0;367602.0;81.0;67600.0;121.0;15837707.0;212.0;18128662.0;11.0;36256222.0;223.0;2024-01
79;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;;47.0;1865843.0;772.0;22626038.0;235.0;4756213.0;576.0;6013284.0;1630.0;5855034.0;1038.0;33728314.0;2668.0;2024-01
80;02.318.507;BANCO KEB HANA DO BRASIL S.A.;;1.0;923.0;27.0;7948996.0;64.0;9503865.0;122.0;15805584.0;214.0;7216006.0;48.0;28716670.0;262.0;2024-01
81;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB;;163.0;9618916.0;427.0;13716435.0;163.0;3475279.0;81.0;15619544.0;834.0;4000000.0;10.0;19093500.0;844.0;2024-01
82;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;;11.0;15421918.0;21.0;1629482.0;6.0;895772.0;37.0;7607786.0;75.0;15219174.0;8.0;29440174.0;83.0;2024-01
83;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.;;103.0;10839211.0;290.0;9778604.0;2073.0;4183513.0;1650.0;6210341.0;4116.0;8963905.0;531.0;18909881.0;4647.0;2024-01
84;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;;3.0;4833788.0;3.0;526781.0;19.0;222086.0;57.0;966701.0;82.0;40844336.0;11.0;41691428.0;93.0;2024-01
85;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.;;5.0;110148.0;285.0;8709888.0;212.0;887689.0;797.0;13238255.0;1299.0;338470.0;281.0;21611097.0;1580.0;2024-01
86;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;5.0;76009.0;52.0;973780.0;122.0;18490639.0;560.0;19593544.0;739.0;1281232.0;267.0;4568144.0;1006.0;2024-01
87;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;;7.0;309496.0;17.0;684917.0;2.0;350000.0;82.0;13039638.0;108.0;6000000.0;8.0;26303880.0;116.0;2024-01
88;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;2.0;44689.0;186.0;4644974.0;4787.0;3102045.0;2991.0;6255362.0;7966.0;7595019.0;732.0;22954042.0;8698.0;2024-01
89;03.609.817;BANCO CARGILL S.A.;;9.0;6061707.0;1.0;13918.0;10.0;9092251.0;31.0;10498976.0;51.0;11000000.0;2.0;11000000.0;53.0;2024-01
90;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.;;17.0;3321308.0;44.0;3568286.0;56.0;675344.0;128.0;9929649.0;245.0;3767324.0;68.0;13955475.0;313.0;2024-01
91;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;;5.0;1557668.0;7.0;2400398.0;5.0;10107879.0;41.0;652819.0;58.0;10000000.0;2.0;15000000.0;60.0;2024-01
92;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;;32.0;692815.0;381.0;9778977.0;143.0;2000530.0;558.0;3737559.0;1114.0;1206823.0;750.0;13236847.0;1864.0;2024-01
93;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.;;;;23.0;257936.0;2690.0;1665887.0;2069.0;3126634.0;4782.0;10373927.0;820.0;22462362.0;5602.0;2024-01
94;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A;;31.0;362198.0;414.0;11593843.0;30.0;370151.0;38.0;562532.0;513.0;813476.0;431.0;13050977.0;944.0;2024-01
95;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;6.0;66865.0;1367.0;805232.0;1950.0;2436725.0;3323.0;7611552.0;496.0;16905753.0;3819.0;2024-01
96;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;5.0;31047.0;46.0;1858380.0;96.0;3002186.0;143.0;5695025.0;290.0;2478000.0;75.0;9480780.0;365.0;2024-01
97;00.806.535;PLANNER CORRETORA DE VALORES S.A.;;9.0;1733991.0;52.0;4024596.0;37.0;941866.0;48.0;2593382.0;146.0;2743447.0;126.0;9429242.0;272.0;2024-01
98;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.;;17.0;5863574.0;16.0;2616357.0;12.0;282006.0;24.0;303168.0;69.0;5992685.0;16.0;8679555.0;85.0;2024-01
99;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;;;1.0;1009.0;1.0;8565770.0;22.0;17144298.0;23.0;2024-01
100;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;;4.0;65563.0;118.0;5742779.0;64.0;1529688.0;255.0;945986.0;441.0;1609530.0;272.0;8342735.0;713.0;2024-01
101;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.;;41.0;494517.0;133.0;2132051.0;4001.0;3057983.0;4595.0;4155565.0;8770.0;2015703.0;691.0;6736604.0;9461.0;2024-01
102;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;;7.0;60979.0;157.0;1687714.0;200.0;2978259.0;623.0;4642728.0;987.0;1628634.0;373.0;6549598.0;1360.0;2024-01
103;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;;;1222.0;548581.0;872.0;608700.0;2094.0;7211442.0;96.0;14472182.0;2190.0;2024-01
104;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.;;;;;;17559.0;4417294.0;13615.0;5596691.0;31174.0;1047140.0;286.0;3282858.0;31460.0;2024-01
105;33.042.953;CITIBANK N.A.;;;;;;4.0;986262.0;9.0;11553042.0;13.0;;;;13.0;2024-01
106;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;;;4.0;75725.0;7926.0;4082688.0;8227.0;6133201.0;16157.0;6100.0;884.0;2110803.0;17041.0;2024-01
107;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;;85.0;307744.0;37.0;516351.0;399.0;5473263.0;224.0;1292795.0;745.0;4298814.0;78.0;4670509.0;823.0;2024-01
108;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.;;2.0;154189.0;17.0;403876.0;74.0;1656743.0;110.0;3436479.0;203.0;1744311.0;143.0;5506626.0;346.0;2024-01
109;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;31.0;709917.0;87.0;1670329.0;4745.0;2302079.0;3677.0;2782812.0;8540.0;1009450.0;266.0;3421920.0;8806.0;2024-01
110;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;9.0;119162.0;62.0;652008.0;2012.0;1161492.0;3752.0;4430700.0;5835.0;278231.0;802.0;4215677.0;6637.0;2024-01
111;36.658.769;BANCO XCMG BRASIL S.A.;;;;;;;;6.0;4001819.0;6.0;;1.0;4000000.0;7.0;2024-01
112;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;6.0;42447.0;818.0;3063134.0;608.0;3415811.0;1432.0;186866.0;39.0;771614.0;1471.0;2024-01
113;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;1.0;5500.0;26.0;1041495.0;148.0;666017.0;500.0;1968292.0;675.0;250000.0;114.0;2871214.0;789.0;2024-01
114;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;1.0;42593.0;28.0;724411.0;3733.0;2111049.0;3247.0;1964029.0;7009.0;340282.0;80.0;1200898.0;7089.0;2024-01
115;04.913.711;BANCO DO ESTADO DO PARÁ S.A.;;48.0;2736084.0;5.0;260808.0;46.0;261753.0;72.0;307524.0;171.0;2250000.0;16.0;2250000.0;187.0;2024-01
116;00.795.423;BANCO SEMEAR S.A.;;1.0;197259.0;55.0;1873246.0;5.0;241281.0;54.0;996776.0;115.0;336.0;12.0;2466609.0;127.0;2024-01
117;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;4.0;66839.0;38.0;1096653.0;34.0;970769.0;89.0;445797.0;165.0;1034883.0;128.0;2574610.0;293.0;2024-01
118;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;;;7560.0;2481672.0;3435.0;1031234.0;10995.0;1508375.0;107.0;1534620.0;11102.0;2024-01
119;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;1.0;6575.0;60.0;979247.0;354.0;236636.0;475.0;1388824.0;890.0;102415.0;186.0;2333250.0;1076.0;2024-01
120;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA;;2.0;45781.0;55.0;1196908.0;231.0;871182.0;339.0;325434.0;627.0;862934.0;146.0;2368793.0;773.0;2024-01
121;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA;;59.0;1262194.0;22.0;155764.0;13.0;867713.0;24.0;83689.0;118.0;2129907.0;97.0;2358833.0;215.0;2024-01
